Logs about the sent massages are below:
undefined|GHZ1B|1591877638649|undefined|3030303032|1591877638
undefined|GHZ1B|1591877708666|undefined|3030303032|1591877638
undefined|GHZ1B|1591877838717|undefined|3030303032|1591877638
undefined|GHZ1B|1591878088762|undefined|3030303032|1591877638
undefined|GHZ1B|1591878251346|undefined|3030303033|1591878250
undefined|GHZ1B|1591878321373|undefined|3030303033|1591878250
undefined|GHZ1B|1591878451424|undefined|3030303033|1591878250
undefined|GHZ1B|1591878701475|undefined|3030303033|1591878250
undefined|GHZ1B|1591878864911|undefined|3030303034|1591878864
undefined|GHZ1B|1591878934940|undefined|3030303034|1591878864
undefined|GHZ1B|1591879064981|undefined|3030303034|1591878864
undefined|GHZ1B|1591879315029|undefined|3030303034|1591878864
undefined|GHZ1B|1591879477335|undefined|3030303035|1591879476
undefined|GHZ1B|1591879547378|undefined|3030303035|1591879476
undefined|GHZ1B|1591879677419|undefined|3030303035|1591879476
undefined|GHZ1B|1591879927470|undefined|3030303035|1591879476
undefined|GHZ1B|1591880089917|undefined|3030303036|1591880089
undefined|GHZ1B|1591880159961|undefined|3030303036|1591880089
undefined|GHZ1B|1591880290012|undefined|3030303036|1591880089
undefined|GHZ1B|1591880540058|undefined|3030303036|1591880089
undefined|GHZ1B|1591880702297|undefined|3030303037|1591880701
undefined|GHZ1B|1591880772342|undefined|3030303037|1591880701
undefined|GHZ1B|1591880902385|undefined|3030303037|1591880701
undefined|GHZ1B|1591881152435|undefined|3030303037|1591880701
undefined|GHZ1B|1591881316749|undefined|3030303038|1591881316
undefined|GHZ1B|1591881386795|undefined|3030303038|1591881316
undefined|GHZ1B|1591881516852|undefined|3030303038|1591881316
undefined|GHZ1B|1591881766909|undefined|3030303038|1591881316
undefined|GHZ1B|1591881932106|undefined|3030303039|1591881930
undefined|GHZ1B|1591882002153|undefined|3030303039|1591881930
undefined|GHZ1B|1591882132194|undefined|3030303039|1591881930
undefined|GHZ1B|1591882382241|undefined|3030303039|1591881930
undefined|GHZ1B|1591882543550|undefined|3030303130|1591882541
undefined|GHZ1B|1591882613596|undefined|3030303130|1591882541
undefined|GHZ1B|1591882743640|undefined|3030303130|1591882541
undefined|GHZ1B|1591882993683|undefined|3030303130|1591882541
undefined|GHZ1B|1591883158662|undefined|3030303131|1591883156
undefined|GHZ1B|1591883228704|undefined|3030303131|1591883156
undefined|GHZ1B|1591883358747|undefined|3030303131|1591883156
undefined|GHZ1B|1591883608793|undefined|3030303131|1591883156
undefined|GHZ1B|1591883768263|undefined|3030303132|1591883766
undefined|GHZ1B|1591883838316|undefined|3030303132|1591883766
undefined|GHZ1B|1591883968353|undefined|3030303132|1591883766
undefined|GHZ1B|1591884218397|undefined|3030303132|1591883766
undefined|GHZ1B|1591884382413|undefined|3030303133|1591884381
undefined|GHZ1B|1591884452457|undefined|3030303133|1591884381
undefined|GHZ1B|1591884582500|undefined|3030303133|1591884381
undefined|GHZ1B|1591884832543|undefined|3030303133|1591884381
undefined|GHZ1B|1591884995402|undefined|3030303134|1591884994
undefined|GHZ1B|1591885065446|undefined|3030303134|1591884994
undefined|GHZ1B|1591885195489|undefined|3030303134|1591884994
undefined|GHZ1B|1591885445621|undefined|3030303134|1591884994
undefined|GHZ1B|1591885607913|undefined|3030303135|1591885606
undefined|GHZ1B|1591885677957|undefined|3030303135|1591885606
undefined|GHZ1B|1591885808021|undefined|3030303135|1591885606
undefined|GHZ1B|1591886058048|undefined|3030303135|1591885606
undefined|GHZ1B|1591886221507|undefined|3030303136|1591886220
undefined|GHZ1B|1591886291555|undefined|3030303136|1591886220
undefined|GHZ1B|1591886421598|undefined|3030303136|1591886220
undefined|GHZ1B|1591886671648|undefined|3030303136|1591886220
undefined|GHZ1B|1591886833639|undefined|3030303137|1591886832
undefined|GHZ1B|1591886903692|undefined|3030303137|1591886832
undefined|GHZ1B|1591887033733|undefined|3030303137|1591886832
undefined|GHZ1B|1591887283781|undefined|3030303137|1591886832
undefined|GHZ1B|1591887447200|undefined|3030303138|1591887445
undefined|GHZ1B|1591887517248|undefined|3030303138|1591887445
undefined|GHZ1B|1591887647296|undefined|3030303138|1591887445
undefined|GHZ1B|1591887897359|undefined|3030303138|1591887445
undefined|GHZ1B|1591888059283|undefined|3030303139|1591888058
undefined|GHZ1B|1591888129330|undefined|3030303139|1591888058
undefined|GHZ1B|1591888259379|undefined|3030303139|1591888058
undefined|GHZ1B|1591888509420|undefined|3030303139|1591888058
undefined|GHZ1B|1591888671550|undefined|3030303230|1591888671
undefined|GHZ1B|1591888741607|undefined|3030303230|1591888671
undefined|GHZ1B|1591888871639|undefined|3030303230|1591888671
undefined|GHZ1B|1591889121687|undefined|3030303230|1591888671
undefined|GHZ1B|1591889284318|undefined|3030303231|1591889283
undefined|GHZ1B|1591889354362|undefined|3030303231|1591889283
undefined|GHZ1B|1591889484407|undefined|3030303231|1591889283
undefined|GHZ1B|1591889734449|undefined|3030303231|1591889283
undefined|GHZ1B|1591889897278|undefined|3030303232|1591889896
undefined|GHZ1B|1591889967354|undefined|3030303232|1591889896
undefined|GHZ1B|1591890097402|undefined|3030303232|1591889896
undefined|GHZ1B|1591890347446|undefined|3030303232|1591889896
undefined|GHZ1B|1591890510370|undefined|3030303233|1591890508
